2014-01-01	To end 2013 eat some McDonald #McDonald #hungry #myfriendritehere #food #happynewyear #2014 http://instagram.com/p/inFlxwFDSZ/
2014-01-01	Stolen but I'm going to do this #teamnicky #photo #challenge #nicholas #mccutie #mcdonald… http://instagram.com/p/ipBOxvJ9Fj/
2014-01-01	OH! There's a #McDonald AND a #MacDonald playing for the #Islanders. I was all, "that guy is EVERYWHERE; he's so FAST!" #Bruins #NHLBruins
2014-01-01	Dad broke my new years resolution in 12hrs! #record #McDonald's #happymeal #firstmealof2014 http://instagram.com/p/ioHcsfJeD8/
2014-01-01	Hahahaha my brother is lol #funny #photooftheday #mcdonald #jimbaran #bali #holiday @ McDonald's http://instagram.com/p/innUtOgo0F/
2014-01-01	A photo with Liz McDonald tonight was definitely my highlight of 2014 ;) #Liz #McDonald
2014-01-01	"@sukiyaki208: I can't tell if this is a fry or a nail clipping... #McDonald's #McClipping..? https://pic.twitter.com/KVZTWH6ZWE" Gross!!!
2014-01-01	@WhatTheFFacts Boston Market & Donato's Pizza also used to be #McDonald's subsidiaries
2014-01-01	OF COURSE it's #McDonald! Um, #Bartkowski, I don't think you're supposed to drop your stick on purpose. #Bruins #NHLBruins
2014-01-01	#Canada -Charity runner 'beaten up' Put this right #Banff. Find those scumbags & put things right. #McDonald http://bbc.co.uk/news/uk-england-gloucestershire-25566698…
2014-01-01	#today started well x #good #coffee #coffeeholic #mcdonald #mchealthy #latte #ontheroad #travel http://instagram.com/p/ipFj0jxEmE/
2014-01-01	#Date #night with #Ronald #McDonald #loveteam in #love #mode #on #sweet #dj #DJDani979 #newscaster… http://instagram.com/p/ioAXl6Qfei/
2014-01-01	Why does #McDonald's look like this? I kinda like it :3
2014-01-01	My #McDonald's breakfast came with two hash browns! My life is complete
2014-01-01	Just To Warm Up My Day. #McDonald #1Dollar http://instagram.com/p/inTAFlHwhb/
2014-01-01	#McFlurry at night!! D'Mall #Mcdonald @suci_farah @suci_difa http://instagram.com/p/ioRi2NKutn/
2014-01-01	The double arch , #brazil style #mcdonald watch out! http://instagram.com/p/ioz4g7Aem_/
2014-01-01	GoGet Rocks! I just keep getting more cash. This time I got some from #McDonald`s! Nice;^)
2014-01-01	WTH was with that #McDonald hit on #Miller, anyway? Guy's a dink. #Bruins #NHLBruins
