2010-12-31	3 Reasons Why Groupon Will Go Public in 2011 (#AMZN, #EBAY, #GOOG, #MSFT, #OPEN,#YHOO) http://fool.com/investing/general/2010/12/30/3-reasons-why-groupon-will-go-public-in-2011.aspx… ~ #whatelseisnew
2010-12-31	Looking ahead to 2011: What's on the Microsoft calendar: http://zd.net/dVxxH7
2010-12-31	Film over Quest vWorkspace op Ipad al 150x bekeken. http://youtu.be/u9MxGjQbgxc Werkplekconcept is combinatie van #MSFT, #Quest, #Winvision.
2010-12-31	Are you a Kinect fan? If so then you need to check out www.kinectaku.com - it’s made for you! #Kinect #msft
2010-12-31	#Kinect fans, check out these cool forums if you want to share your experiences: http://bit.ly/bNZvpC #forums #msft
2010-12-31	New #MSFT #wp7dev Blog: Create Great User Experiences with Runtime Intelligence for Windows Phone http://bit.ly/g0KJbz
2010-12-31	#Microsoft's charismatic CEO Steve Ballmer performing to Gloria Estefan's music http://www.youtube.com/watch?v=wvsboPUjrGc - #MSFT
2010-12-31	twitter analytical app of the year for me http://archivist.visitmix.com/ #msft
2010-12-31	Is Microsoft launching 'Windows Thin PC' at CES next week? #msft #ipad #slate #tablet #Windows #CES
2010-12-31	#Kinect: Kinect will reach 7.6 million units sold by the end of 2011... http://su.pr/18xt8y #xbox #msft @majornelson @twittermoms #kinnect
2010-12-31	#Kinect: Def Jam Rapstar update unleashes Kinect Sensor Support http://su.pr/1UaPzp #xbox #msft @majornelson @twittermoms #kinnect
2010-12-31	Visit www.kinectaku.com for the best #Kinect news, features and reviews! #xbox360 #msft
2010-12-31	My new Ipod Touch has killed my need for a #Zune I loved my zune, but the apple app store is unrivaled. You lose #msft !
2010-12-31	@maryjofoley Thanks for the last great post of 2010 I hope #Msft do like this great year
2010-12-31	#Kinect: Xbox Gears of War and the VGAs http://su.pr/1THkJ3 #xbox #msft @majornelson @twittermoms #kinnect
2010-12-31	Che il 2011 ci porti la beta di #Win8 and #Mango alias #WP7.5. E che le azioni #Msft arrivino almeno a 35$
2010-12-31	Year ahead for #MSFT http://zd.net/gdODww (including beta of windows 8)
2010-12-31	#cnbc is saying #smartphone market will see #msft and #blackberry will increase market share. Hmmmm
2011-01-01	#Kinect: Kinect confirmed for Forza Motorsport 4 http://su.pr/1zEZMO #xbox #msft @majornelson @twittermoms #kinnect
2011-01-01	Visit www.kinectaku.com for the best #Kinect news, features and reviews! #xbox360 #msft
2011-01-01	#Kinect: Kinect Brain Training Game "for all ages" http://su.pr/3bT7ma #xbox #msft @majornelson @twittermoms #kinnect
2011-01-01	#Kinect: Kinects allow for 3D telepresence and light saber fights http://su.pr/2di8zq #xbox #msft @majornelson @twittermoms #kinnect
2011-01-01	Are you a Kinect fan? If so then you need to check out www.kinectaku.com - it’s made for you! #Kinect #msft
2011-01-01	#Singularity is NEAR. Lou Amadio (@ooeygui) has joined the Microsoft Robotics team. #MSFT
2011-01-01	#Kinect fans, check out these cool forums if you want to share your experiences: http://bit.ly/bNZvpC #forums #msft
2011-01-01	Microsoft was number one on TheStreet.com staff reporter Jason Notte’s “10 Top Innovative Companies” list http://bit.ly/eGd2gK #MSFT
2011-01-01	17 days until I transition to the Microsoft Robotics team. #fb
